,name,term,rate,rolled_rate,roll,notional,date
172,eur 2Y23Y,2Y23Y,2.4781163707658775,2.4784298283131903,0.00031345754731271214,3000000.0,2024-04-02
173,eur 2Y22Y,2Y22Y,2.490975554599518,2.491295335281219,0.00031978068170079865,3100000.0,2024-04-02
174,eur 3Y27Y,3Y27Y,2.412746633153515,2.413070697431437,0.00032406427792208703,2800000.0,2024-04-02
175,eur 2Y21Y,2Y21Y,2.505075554062422,2.5054021535439492,0.0003265994815273565,3300000.0,2024-04-02
176,eur 3Y26Y,3Y26Y,2.426328439481096,2.4266559128480085,0.0003274733669123009,2800000.0,2024-04-02
177,eur 3Y25Y,3Y25Y,2.4409765838944177,2.4413074648863127,0.0003308809918949329,2900000.0,2024-04-02
178,eur 2Y20Y,2Y20Y,2.5205241966363094,2.520857893443564,0.0003336968072544799,3400000.0,2024-04-02
179,eur 3Y24Y,3Y24Y,2.4567756105944243,2.4571097741502737,0.00033416355584936497,3000000.0,2024-04-02
180,eur 3Y23Y,3Y23Y,2.473956883912707,2.4742941567611982,0.00033727284849138783,3100000.0,2024-04-02
181,eur 2Y19Y,2Y19Y,2.5375160310148837,2.53785708326684,0.000341052251956242,3500000.0,2024-04-02
182,eur 21Y4Y,21Y4Y,2.0981887520663847,2.0985337045868033,0.0003449525204186621,23600000.0,2024-04-02
183,eur 6Y19Y,6Y19Y,2.5430946957049105,2.543449510446305,0.00035481474139453795,3900000.0,2024-04-02
184,eur 5Y24Y,5Y24Y,2.4508657522063944,2.4512266619011305,0.00036090969473612233,3200000.0,2024-04-02
185,eur 6Y18Y,6Y18Y,2.5625676509185906,2.5629303725506904,0.0003627216320998272,4000000.0,2024-04-02
186,eur 5Y23Y,5Y23Y,2.468042205487841,2.468407298070284,0.00036509258244299403,3300000.0,2024-04-02
187,eur 5Y22Y,5Y22Y,2.4867527751622305,2.4871218771292027,0.00036910196697226283,3400000.0,2024-04-02
188,eur 6Y17Y,6Y17Y,2.584354460498941,2.5847255951504597,0.00037113465151872305,4200000.0,2024-04-02
189,eur 5Y25Y,5Y25Y,2.4350255298252113,2.4353968234430714,0.0003712936178601467,3100000.0,2024-04-02
190,eur 5Y21Y,5Y21Y,2.507204020074904,2.507576851891647,0.0003728318167426359,3500000.0,2024-04-02
191,eur 6Y16Y,6Y16Y,2.6087630384715963,2.609142678597308,0.0003796401257116777,4400000.0,2024-04-02
192,eur 6Y15Y,6Y15Y,2.6362826812720765,2.6366707457737117,0.0003880645016351991,4700000.0,2024-04-02
193,eur 26Y4Y,26Y4Y,1.9245162544832062,1.9249790795972959,0.0004628251140896822,26900000.0,2024-04-02
194,eur 9Y11Y,9Y11Y,2.711553257963292,2.712020631197549,0.0004673732342572734,6500000.0,2024-04-02
195,eur 9Y10Y,9Y10Y,2.727066909420622,2.7275718034343344,0.0005048940137122315,7100000.0,2024-04-02
196,eur 9Y9Y,9Y9Y,2.7459668518130473,2.7465171113258635,0.0005502595128161758,7800000.0,2024-04-02
197,eur 9Y8Y,9Y8Y,2.7699224543705445,2.770529531117992,0.0006070767474475325,8600000.0,2024-04-02
198,eur 27Y3Y,27Y3Y,1.9243699360196183,1.9249926746370116,0.0006227386173933702,36200000.0,2024-04-02
199,eur 9Y7Y,9Y7Y,2.800449441563008,2.8011274539700195,0.0006780124070115967,9700000.0,2024-04-02
200,eur 2Y28Y,2Y28Y,2.4039893841073634,2.404686357665,0.0006969735576367597,2600000.0,2024-04-02
201,eur 2Y27Y,2Y27Y,2.416656265828587,2.4173665307949976,0.0007102649664108007,2700000.0,2024-04-02
202,eur 2Y26Y,2Y26Y,2.4302790081784185,2.4310033388107506,0.0007243306323321264,2800000.0,2024-04-02
203,eur 2Y25Y,2Y25Y,2.444927344975492,2.445666460661866,0.0007391156863740811,2900000.0,2024-04-02
204,eur 2Y24Y,2Y24Y,2.460804752005848,2.461559500609966,0.0007547486041183937,2900000.0,2024-04-02
205,eur 6Y24Y,6Y24Y,2.4408535499785935,2.441682112187174,0.0008285622085804079,3200000.0,2024-04-02
206,eur 1Y9Y,1Y9Y,2.4172964598342217,2.4181444924930178,0.0008480326587960718,6400000.0,2024-04-02
207,eur 6Y23Y,6Y23Y,2.4577961482605057,2.458644484982159,0.0008483367216531867,3300000.0,2024-04-02
208,eur 6Y22Y,6Y22Y,2.476254582001603,2.4771240153144567,0.000869433312853829,3500000.0,2024-04-02
209,eur 6Y21Y,6Y21Y,2.496382513267433,2.4972743159509823,0.0008918026835491588,3600000.0,2024-04-02
210,eur 6Y20Y,6Y20Y,2.518534468386162,2.519450130387502,0.0009156620013399674,3700000.0,2024-04-02
211,eur 1Y10Y,1Y10Y,2.4468801049889346,2.447955997513773,0.0010758925248381956,5800000.0,2024-04-02
212,eur 7Y18Y,7Y18Y,2.5494769051640667,2.550557155286437,0.001080250122370341,4100000.0,2024-04-02
213,eur 7Y17Y,7Y17Y,2.5706933391078333,2.5718159415870327,0.001122602479199486,4300000.0,2024-04-02
214,eur 7Y16Y,7Y16Y,2.594587818093669,2.595757571993509,0.0011697538998398649,4500000.0,2024-04-02
215,eur 7Y15Y,7Y15Y,2.621556603277355,2.622778449803815,0.0012218465264597356,4800000.0,2024-04-02
216,eur 7Y14Y,7Y14Y,2.6522178318900713,2.653497455631589,0.0012796237415177991,5100000.0,2024-04-02
217,eur 1Y19Y,1Y19Y,2.549360613954284,2.550780300111527,0.001419686157242861,3400000.0,2024-04-02
218,eur 7Y23Y,7Y23Y,2.440148304450211,2.4416034140206366,0.0014551095704256056,3400000.0,2024-04-02
219,eur 1Y18Y,1Y18Y,2.550134779411723,2.551615723194618,0.0014809437828948724,3600000.0,2024-04-02
220,eur 7Y22Y,7Y22Y,2.4580901296453104,2.459588027686172,0.001497898040861756,3500000.0,2024-04-02
221,eur 7Y21Y,7Y21Y,2.4777158269713873,2.4792600186715767,0.00154419170018949,3700000.0,2024-04-02
222,eur 1Y17Y,1Y17Y,2.5510063953204822,2.552555355250438,0.001548959929955629,3700000.0,2024-04-02
223,eur 8Y17Y,8Y17Y,2.5514859860574814,2.553069732809087,0.0015837467516055526,4400000.0,2024-04-02
224,eur 7Y20Y,7Y20Y,2.4992106428041314,2.5008048112640804,0.0015941684599489747,3800000.0,2024-04-02
225,eur 1Y16Y,1Y16Y,2.551987673146081,2.5536132057635337,0.0016255326174525742,3900000.0,2024-04-02
226,eur 21Y9Y,21Y9Y,2.005844016876754,2.0074809714710335,0.0016369545942795938,11200000.0,2024-04-02
227,eur 7Y19Y,7Y19Y,2.5229811481181237,2.524629713546827,0.0016485654287032858,4000000.0,2024-04-02
228,eur 8Y16Y,8Y16Y,2.574461485401512,2.576116324554689,0.0016548391531769902,4700000.0,2024-04-02
229,eur 1Y15Y,1Y15Y,2.553101805378958,2.5548139099128098,0.0017121045338517327,4100000.0,2024-04-02
230,eur 8Y15Y,8Y15Y,2.6005309523695015,2.6022657808460314,0.0017348284765299482,4900000.0,2024-04-02
231,eur 21Y8Y,21Y8Y,2.015140103851532,2.01690863609561,0.0017685322440779139,12500000.0,2024-04-02
