date,term,rate,direction,pnl,close_date
2024-05-02,6Y1Y,2.5517326190216534,-1,15277.210911184724,2024-06-03
2024-05-02,6Y2Y,2.5788130381152676,-1,10181.312874108617,2024-06-03
2024-05-02,6Y3Y,2.6131706487707818,-1,6160.227316431843,2024-06-03
2024-05-02,1Y3Y,2.558972427563766,1,17796.11726343844,2024-06-03
2024-05-02,1Y2Y,2.6453941262821132,1,17529.200573618287,2024-06-03
2024-05-02,1Y1Y,2.784448813257277,1,29814.984999028125,2024-06-03
2024-06-03,9Y1Y,2.8181848658479858,-1,-50759.6380294939,2024-07-01
2024-06-03,8Y2Y,2.7569003114601123,-1,-62772.77688533989,2024-07-01
2024-06-03,7Y3Y,2.704137957525762,-1,-67872.57918374822,2024-07-01
2024-06-03,1Y3Y,2.575975312642194,1,21792.79901992426,2024-07-01
2024-06-03,1Y2Y,2.6562485196206596,1,4179.442702187952,2024-07-01
2024-06-03,1Y1Y,2.8120797169657226,1,-24100.724466306066,2024-07-01
2024-07-01,8Y1Y,2.8536803232293613,-1,,2024-08-01
2024-07-01,6Y1Y,2.696076527607517,-1,,2024-08-01
2024-07-01,6Y3Y,2.769801206858405,-1,,2024-08-01
2024-07-01,1Y3Y,2.6064110051498335,1,,2024-08-01
2024-07-01,1Y2Y,2.646355282534843,1,,2024-08-01
2024-07-01,1Y1Y,2.7354047720606998,1,,2024-08-01
