,name,rate,rolled_rate,term
234,eur 9Y1Y,2.7983908719485173,2.798568299131162,9Y1Y
235,eur 9Y2Y,2.8121339142861337,2.812314118879485,9Y2Y
236,eur 9Y3Y,2.8393867687358547,2.8395217279139837,9Y3Y
237,eur 9Y4Y,2.84920244564804,-1.4516474095685326,9Y4Y
238,eur 9Y5Y,2.8549755095664135,1.2199310895856887,9Y5Y
239,eur 9Y6Y,2.8588275439483284,2.853780320545472,9Y6Y
240,eur 9Y7Y,2.817433583445687,3.947708704356896,9Y7Y
241,eur 9Y8Y,2.78643158545516,3.5474497819011104,9Y8Y
242,eur 9Y9Y,2.7623027488034584,3.222657685636347,9Y9Y
243,eur 9Y10Y,2.7429121491105297,2.952480635806536,9Y10Y
244,eur 9Y11Y,2.727158129539106,2.727068948007452,9Y11Y
245,eur 9Y12Y,2.6841470203056734,2.5347441615354582,9Y12Y
246,eur 9Y13Y,2.6476526743307343,2.54418221632139,9Y13Y
247,eur 9Y14Y,2.6163049775578275,2.55223986127984,9Y14Y
248,eur 9Y15Y,2.588896818903699,2.559266133295274,9Y15Y
249,eur 9Y16Y,2.565138909917028,2.5653039607030337,9Y16Y
250,eur 9Y17Y,2.5333103170503213,2.5706150998835926,9Y17Y
251,eur 9Y18Y,2.5048688338396805,2.5315350114369917,9Y18Y
252,eur 9Y19Y,2.4793061498213023,2.4963010488092623,9Y19Y
253,eur 9Y20Y,2.4563276040764213,2.464540948181225,9Y20Y
254,eur 9Y21Y,2.435403820813065,2.43554432868489,9Y21Y
255,eur 10Y1Y,2.826270793501592,2.8264539172054093,10Y1Y
256,eur 10Y2Y,2.8607508668641763,2.8608489307191887,10Y2Y
257,eur 10Y3Y,2.8670853991128706,-2.862063264733079,10Y3Y
258,eur 10Y4Y,2.870144271231845,0.8230305901434634,10Y4Y
259,eur 10Y5Y,2.871982560463652,2.8652009261872746,10Y5Y
260,eur 10Y6Y,2.820933507996585,4.152884149484418,10Y6Y
261,eur 10Y7Y,2.784522390840189,3.6651180117600832,10Y7Y
262,eur 10Y8Y,2.7571957425347575,3.28216025245459,10Y8Y
263,eur 10Y9Y,2.7358473645343144,2.971978896774498,10Y9Y
264,eur 10Y10Y,2.718888074528445,2.7188060953723796,10Y10Y
265,eur 10Y11Y,2.671941194283521,2.506719129783635,10Y11Y
266,eur 10Y12Y,2.6327139697342443,2.519130753160618,10Y12Y
267,eur 10Y13Y,2.59945401147709,2.529590291293946,10Y13Y
268,eur 10Y14Y,2.5706979745089544,2.5386068745824026,10Y14Y
269,eur 10Y15Y,2.5460116446671237,2.546284962212713,10Y15Y
270,eur 10Y16Y,2.5127057789820317,2.552983102910491,10Y16Y
271,eur 10Y17Y,2.4831661076848635,2.5118749282018253,10Y17Y
272,eur 10Y18Y,2.4567932220500954,2.475055453965408,10Y18Y
273,eur 10Y19Y,2.4332277493221097,2.442061689734321,10Y19Y
274,eur 10Y20Y,2.411885203764345,2.4120994141738814,10Y20Y
275,eur 11Y1Y,2.8961547658897713,2.896115694715344,11Y1Y
276,eur 11Y2Y,2.8883124248473497,-5.571114231213104,11Y2Y
277,eur 11Y3Y,2.885607701370382,0.17496975339077042,11Y3Y
278,eur 11Y4Y,2.8842513806745984,2.874953547048091,11Y4Y
279,eur 11Y5Y,2.8197724240186877,4.431470040606197,11Y5Y
280,eur 11Y6Y,2.776853067983571,3.8163169177496026,11Y6Y
281,eur 11Y7Y,2.746177051182692,3.3541344437298513,11Y7Y
282,eur 11Y8Y,2.72307189509828,2.9924181153780838,11Y8Y
283,eur 11Y9Y,2.7052264420269183,2.7051817206416815,11Y9Y
284,eur 11Y10Y,2.6540541401566458,2.469898987642639,11Y10Y
285,eur 11Y11Y,2.6120780562083414,2.486594587178955,11Y11Y
286,eur 11Y12Y,2.5770309273089076,2.5004498697577646,11Y12Y
287,eur 11Y13Y,2.5471239238994032,2.512235870964158,11Y13Y
288,eur 11Y14Y,2.521734599414975,2.5221664333669893,11Y14Y
289,eur 11Y15Y,2.487074808437494,2.5307477723840974,11Y15Y
290,eur 11Y16Y,2.4565940594672906,2.4876239541327663,11Y16Y
291,eur 11Y17Y,2.42958487969823,2.449283786337093,11Y17Y
292,eur 11Y18Y,2.405611640268324,2.4151533641407408,11Y18Y
293,eur 11Y19Y,2.3840298325863434,2.384342409417074,11Y19Y
294,eur 12Y1Y,2.880263077426377,-12.91451304978711,12Y1Y
295,eur 12Y2Y,2.880095084917208,-1.0791503221297412,12Y2Y
296,eur 12Y3Y,2.8800388001383492,2.8680685935456562,12Y3Y
297,eur 12Y4Y,2.799239399429556,4.8269787505565835,12Y4Y
298,eur 12Y5Y,2.7508580557714457,4.012633028389838,12Y5Y
299,eur 12Y6Y,2.718591699268484,3.4375319105996884,12Y6Y
300,eur 12Y7Y,2.6954561061226974,3.0077033768047756,12Y7Y
301,eur 12Y8Y,2.6782239437298876,2.6782948226972976,12Y8Y
302,eur 12Y9Y,2.6232493035993887,2.4159733272017703,12Y9Y
303,eur 12Y10Y,2.57916421099976,2.4394418279027352,12Y10Y
304,eur 12Y11Y,2.543032194660097,2.458560741809498,12Y11Y
305,eur 12Y12Y,2.512674701122572,2.474570818728879,12Y12Y
306,eur 12Y13Y,2.487236980792265,2.487892981983968,12Y13Y
307,eur 12Y14Y,2.451692210531386,2.499279432754627,12Y14Y
308,eur 12Y15Y,2.4207355528168932,2.4544148154737475,12Y15Y
309,eur 12Y16Y,2.393537965566763,2.4148608724043314,12Y16Y
310,eur 12Y17Y,2.3695786220046084,2.3799110988362617,12Y17Y
311,eur 12Y18Y,2.3481539496178505,2.348569772135782,12Y18Y
312,eur 13Y1Y,2.88003487028287,12.345033986698905,13Y1Y
313,eur 13Y2Y,2.8791255653907792,12.345033986698915,13Y2Y
314,eur 13Y3Y,2.770167102386007,12.303669690886021,13Y3Y
315,eur 13Y4Y,2.715636952937084,9.511610911029328,13Y4Y
316,eur 13Y5Y,2.6831387804069937,7.771324422179649,13Y5Y
317,eur 13Y6Y,2.6614452339124965,6.574471407757488,13Y6Y
318,eur 13Y7Y,2.6455916300948945,5.69673681121719,13Y7Y
319,eur 13Y8Y,2.5866173189641466,5.033010127148362,13Y8Y
320,eur 13Y9Y,2.5406497831343247,4.788836717500497,13Y9Y
321,eur 13Y10Y,2.503644836982605,4.594335273550422,13Y10Y
322,eur 13Y11Y,2.4735733224382157,4.437711502888239,13Y11Y
323,eur 13Y12Y,2.4483804216206413,4.307673433593452,13Y12Y
324,eur 13Y13Y,2.4120839009875805,4.197916748087937,13Y13Y
325,eur 13Y14Y,2.38091278865844,4.043345046597885,13Y14Y
326,eur 13Y15Y,2.3536608045445173,3.9079489910451843,13Y15Y
327,eur 13Y16Y,2.330042914697032,3.7904822668319222,13Y16Y
328,eur 13Y17Y,2.309178654634213,3.6865749950640025,13Y17Y
329,eur 14Y1Y,2.87911229794439,12.345033986698924,14Y1Y
330,eur 14Y2Y,2.713437160634042,12.295804525238665,14Y2Y
331,eur 14Y3Y,2.658398868773487,8.39376058238157,14Y3Y
332,eur 14Y4Y,2.630796754167667,6.374923102852268,14Y4Y
333,eur 14Y5Y,2.614328914133042,5.15451956179166,14Y5Y
334,eur 14Y6Y,2.6031506911684477,4.329583762119686,14Y6Y
335,eur 14Y7Y,2.5404668333961715,3.738163584681698,14Y7Y
336,eur 14Y8Y,2.493353328072027,3.610960905230547,14Y8Y
337,eur 14Y9Y,2.45666101304815,3.5133655162352153,14Y9Y
338,eur 14Y10Y,2.4271444298479516,3.435767230023848,14Y10Y
339,eur 14Y11Y,2.4031676314741417,3.373350982694306,14Y11Y
340,eur 14Y12Y,2.366656737010322,3.3213888744320017,14Y12Y
341,eur 14Y13Y,2.335707616454302,3.210951930493036,14Y13Y
342,eur 14Y14Y,2.3090826780103297,3.1158963175384384,14Y14Y
343,eur 14Y15Y,2.2859350890240546,3.0332160464227487,14Y15Y
344,eur 14Y16Y,2.2658258568673157,2.961384520389688,14Y16Y
345,eur 15Y1Y,2.5439414719048754,12.276089581081372,15Y1Y
346,eur 15Y2Y,2.543897541777476,6.192780664422677,15Y2Y
347,eur 15Y3Y,2.543882876575027,4.161319468137095,15Y3Y
348,eur 15Y4Y,2.5439185270333793,3.1407177393973176,15Y4Y
349,eur 15Y5Y,2.5438891449743464,2.5334715749654215,15Y5Y
350,eur 15Y6Y,2.479094399629757,2.128278293635027,15Y6Y
351,eur 15Y7Y,2.4327148825537153,2.2046548431760575,15Y7Y
352,eur 15Y8Y,2.3978837087907126,2.261021156511638,15Y8Y
353,eur 15Y9Y,2.370594028610949,2.304657506905693,15Y9Y
354,eur 15Y10Y,2.3489766869786037,2.338789096548358,15Y10Y
355,eur 15Y11Y,2.313141745785473,2.3664993064969924,15Y11Y
356,eur 15Y12Y,2.2831433282365747,2.316617793538937,15Y12Y
357,eur 15Y13Y,2.2576682392859984,2.2742512427275505,15Y13Y
358,eur 15Y14Y,2.235875441995113,2.2380071901734926,15Y14Y
359,eur 15Y15Y,2.2168845469044682,2.206414454660317,15Y15Y
360,eur 16Y1Y,2.54385235515069,0.087399738630827,16Y1Y
361,eur 16Y2Y,2.5438523551506798,0.087399738630827,16Y2Y
362,eur 16Y3Y,2.5439104724201798,0.08739980953386907,16Y3Y
363,eur 16Y4Y,2.543875179323645,0.08739976550260366,16Y4Y
364,eur 16Y5Y,2.4650837904169913,0.08879700960515442,16Y5Y
365,eur 16Y6Y,2.4124601349286463,0.5097460292175411,16Y6Y
366,eur 16Y7Y,2.374832015019884,0.8060019634698169,16Y7Y
367,eur 16Y8Y,2.346415913530752,1.0273380416050892,16Y8Y
368,eur 16Y9Y,2.3245348042160527,1.196023550296312,16Y9Y
369,eur 16Y10Y,2.2868201904808725,1.3301186412553512,16Y10Y
370,eur 16Y11Y,2.255827140538959,1.3603824453074045,16Y11Y
371,eur 16Y12Y,2.229911316637841,1.385724986176601,16Y12Y
372,eur 16Y13Y,2.208029200240463,1.4071390817395864,16Y13Y
373,eur 16Y14Y,2.1891736238441752,1.4256191501700926,16Y14Y
374,eur 17Y1Y,2.5438523551506678,0.087399738630827,17Y1Y
375,eur 17Y2Y,2.5439405828078687,0.08739984493574315,17Y2Y
376,eur 17Y3Y,2.543883176585303,0.0873997744675838,17Y3Y
377,eur 17Y4Y,2.44413921381333,0.08914687526492131,17Y4Y
378,eur 17Y5Y,2.3841943179606604,0.594832521991032,17Y5Y
379,eur 17Y6Y,2.344197533042249,0.9276321382258713,17Y6Y
380,eur 17Y7Y,2.3154438771920116,1.1648593880047118,17Y7Y
381,eur 17Y8Y,2.2940944050156102,1.339490413325531,17Y8Y
382,eur 17Y9Y,2.254768359173987,1.474681001321168,17Y9Y
383,eur 17Y10Y,2.2231729265792466,1.4950456744064946,17Y10Y
384,eur 17Y11Y,2.1972382959297767,1.5118065486138679,17Y11Y
385,eur 17Y12Y,2.1756748593031157,1.525764415746054,17Y12Y
386,eur 17Y13Y,2.157335407846171,1.5376651421404715,17Y13Y
387,eur 18Y1Y,2.544030592812861,0.08739995075502825,18Y1Y
388,eur 18Y2Y,2.5438991626663525,0.08739979238518396,18Y2Y
389,eur 18Y3Y,2.409254305784678,0.08972977990532828,18Y3Y
390,eur 18Y4Y,2.3418335466210674,0.7227088809252834,18Y4Y
391,eur 18Y5Y,2.3013569651327423,1.0986420222674886,18Y5Y
392,eur 18Y6Y,2.2742148701264124,1.3493260962470532,18Y6Y
393,eur 18Y7Y,2.2550188984564703,1.525418583858761,18Y7Y
394,eur 18Y8Y,2.214769165614033,1.6571200608557113,18Y8Y
395,eur 18Y9Y,2.183333108875519,1.6614044721028431,18Y9Y
